ref,title,price,image,quantity,size,chain_size,amazonite,amethyst,amethysts,aquamarines,aventurine,black ceramic,black lacquer,bracelets,brown diamonds,carnelian,carnelians,ceramic,chrysoprase,chrysoprases,citrine,coral,diamond,diamonds,earrings,emeralds,garnets,gray mother_of_pearl,lacquer,lapis lazuli,malachite,mother_of_pearl,necklaces,non_rhodiumized white gold,obsidians,onyx,pearl,peridots,pink gold,pink sapphire,pink sapphires,platinum,rings,rubies,sapphire,sapphires,spessartite garnet,spinels,tsavorite garnet,tsavorite garnets,white gold,white mother_of_pearl,yellow gold
 B4058300,1895 wedding band,1580,https://www.cartier.com/content/dam/rcq/car/92/55/62/925562.png,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4036800,1895 wedding band,1770,https://www.cartier.com/content/dam/rcq/car/98/46/50/984650.png,43,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4071800,1895 wedding band,2130,https://www.cartier.com/content/dam/rcq/car/92/55/67/925567.png,44,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4059500,1895 wedding band,2210,https://www.cartier.com/content/dam/rcq/car/92/55/63/925563.png,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4071400,1895 wedding band,4200,https://www.cartier.com/content/dam/rcq/car/58/94/79/589479.png,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4077900,Étincelle de Cartier wedding band,4850,https://www.cartier.com/content/dam/rcq/car/92/55/71/925571.png,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4093700,Cartier d'Amour wedding band,760,https://www.cartier.com/content/dam/rcq/car/58/71/86/587186.png,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4094000,Cartier d'Amour wedding band,880,https://www.cartier.com/content/dam/rcq/car/10/61/47/8/1061478.png,39,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4087200,C de Cartier wedding band,1040,https://www.cartier.com/content/dam/rcq/car/92/55/77/925577.png,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4232500,C de Cartier wedding band,1040,https://www.cartier.com/content/dam/rcq/car/18/12/48/3/1812483.png,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4093900,Cartier d'Amour wedding band,1220,https://www.cartier.com/content/dam/rcq/car/59/25/64/592564.png,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4071900,Ballerine wedding band,1330,https://www.cartier.com/content/dam/rcq/car/92/55/68/925568.png,8,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4086400,C de Cartier wedding band,1330,https://www.cartier.com/content/dam/rcq/car/92/55/73/925573.png,42,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4232300,C de Cartier wedding band,1330,https://www.cartier.com/content/dam/rcq/car/18/12/57/5/1812575.png,21,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4098000,C de Cartier wedding band,1380,https://www.cartier.com/content/dam/rcq/car/59/23/61/592361.png,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4092800,Ballerine wedding band,1460,https://www.cartier.com/content/dam/rcq/car/58/69/70/586970.png,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4050900,Logo de Cartier wedding band,1480,https://www.cartier.com/content/dam/rcq/car/58/39/71/583971.png,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4077700,Ballerine wedding band,1540,https://www.cartier.com/content/dam/rcq/car/92/55/69/925569.png,4,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4232400,C de Cartier wedding band,1650,https://www.cartier.com/content/dam/rcq/car/18/12/48/2/1812482.png,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4054000,C de Cartier wedding band,1660,https://www.cartier.com/content/dam/rcq/car/92/55/59/925559.png,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4210700,C de Cartier wedding band,1680,https://www.cartier.com/content/dam/rcq/car/73/67/26/736726.png,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4092900,Ballerine wedding band,1720,https://www.cartier.com/content/dam/rcq/car/58/79/94/587994.png,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4051300,C de Cartier wedding band,2130,https://www.cartier.com/content/dam/rcq/car/92/55/58/925558.png,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4232200,C de Cartier wedding band,2130,https://www.cartier.com/content/dam/rcq/car/18/12/57/4/1812574.png,34,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4098100,C de Cartier wedding band,2210,https://www.cartier.com/content/dam/rcq/car/58/79/63/587963.png,23,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4210500,Étincelle de Cartier wedding band,2410,https://www.cartier.com/content/dam/rcq/car/72/01/75/720175.png,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4212000,Étincelle de Cartier wedding band,2410,https://www.cartier.com/content/dam/rcq/car/90/25/83/902583.png,48,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4224200,Cartier d'Amour wedding band,2430,https://www.cartier.com/content/dam/rcq/car/14/37/81/4/1437814.png,24,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4210400,Étincelle de Cartier wedding band,2580,https://www.cartier.com/content/dam/rcq/car/67/72/85/677285.png,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4077800,C de Cartier wedding band,2610,https://www.cartier.com/content/dam/rcq/car/92/55/70/925570.png,37,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4093000,Ballerine wedding band,2680,https://www.cartier.com/content/dam/rcq/car/58/80/25/588025.png,2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4098200,C de Cartier wedding band,2680,https://www.cartier.com/content/dam/rcq/car/58/79/32/587932.png,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4210100,C de Cartier wedding band,2760,https://www.cartier.com/content/dam/rcq/car/73/93/15/739315.png,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4224300,Cartier d'Amour wedding band,2910,https://www.cartier.com/content/dam/rcq/car/14/37/81/5/1437815.png,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4230400,Etincelle de Cartier ring,2990,https://www.cartier.com/content/dam/rcq/car/20/13/55/9/2013559.png,48,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4232900,Etincelle de Cartier ring,2990,https://www.cartier.com/content/dam/rcq/car/20/13/56/4/2013564.png,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4221800,Étincelle de Cartier wedding band,3200,https://www.cartier.com/content/dam/rcq/car/17/07/89/3/1707893.png,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4225700,Etincelle de Cartier ring,3200,https://www.cartier.com/content/dam/rcq/car/19/68/05/5/1968055.png,14,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4210200,C de Cartier wedding band,3350,https://www.cartier.com/content/dam/rcq/car/73/93/16/739316.png,25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4221900,Étincelle de Cartier wedding band,3500,https://www.cartier.com/content/dam/rcq/car/17/07/89/5/1707895.png,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4232000,Étincelle de Cartier wedding band,4400,https://www.cartier.com/content/dam/rcq/car/19/42/51/9/1942519.png,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
 B4086300,Étincelle de Cartier wedding band,4550,https://www.cartier.com/content/dam/rcq/car/92/55/72/925572.png,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4086500,Étincelle de Cartier wedding band,4550,https://www.cartier.com/content/dam/rcq/car/92/55/74/925574.png,5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4072000,Ballerine wedding band,5050,https://www.cartier.com/content/dam/rcq/car/58/62/65/586265.png,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4216400,Étincelle de Cartier wedding band,5450,https://www.cartier.com/content/dam/rcq/car/17/07/88/7/1707887.png,39,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4216300,Étincelle de Cartier wedding band,5950,https://www.cartier.com/content/dam/rcq/car/17/07/88/5/1707885.png,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 B4095700,Etincelle de Cartier ring,6100,https://www.cartier.com/content/dam/rcq/car/57/38/22/573822.png,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4095800,Etincelle de Cartier ring,6550,https://www.cartier.com/content/dam/rcq/car/57/38/21/573821.png,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4232100,Étincelle de Cartier wedding band,7700,https://www.cartier.com/content/dam/rcq/car/19/42/52/0/1942520.png,26,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
 B4087000,Étincelle de Cartier wedding band,7800,https://www.cartier.com/content/dam/rcq/car/92/55/75/925575.png,48,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4087100,Étincelle de Cartier wedding band,8550,https://www.cartier.com/content/dam/rcq/car/92/55/76/925576.png,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 N4766000,Etincelle de Cartier ring,8750,https://www.cartier.com/content/dam/rcq/car/18/11/97/7/1811977.png,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4216600,Étincelle de Cartier wedding band,8950,https://www.cartier.com/content/dam/rcq/car/17/07/89/1/1707891.png,48,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 N4753200,Etincelle de Cartier ring,9350,https://www.cartier.com/content/dam/rcq/car/16/49/51/2/1649512.png,23,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 N4722700,Cartier Destinée wedding band,9650,https://www.cartier.com/content/dam/rcq/car/74/35/09/743509.png,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4216500,Étincelle de Cartier wedding band,9850,https://www.cartier.com/content/dam/rcq/car/17/07/88/9/1707889.png,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 N4127300,Cartier Destinée wedding band,10700,https://www.cartier.com/content/dam/rcq/car/14/73/13/8/1473138.png,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 N4752700,Reflection de Cartier ring,12500,https://www.cartier.com/content/dam/rcq/car/16/49/50/9/1649509.png,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 N4753300,Etincelle de Cartier ring,15600,https://www.cartier.com/content/dam/rcq/car/16/40/27/5/1640275.png,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 N4752500,Reflection de Cartier ring,23000,https://www.cartier.com/content/dam/rcq/car/16/49/50/8/1649508.png,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 H4315200,Reflection de Cartier ring,38800,https://www.cartier.com/content/dam/rcq/car/14/65/51/9/1465519.png,35,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 N4249900,Reflection de Cartier wedding band,53500,https://www.cartier.com/content/dam/rcq/car/74/70/93/747093.png,44,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 H4345500,Essential Lines ring,45600,https://www.cartier.com/content/dam/rcq/car/17/64/45/7/1764457.png,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 H4333700,Reflection de Cartier ring,80000,https://www.cartier.com/content/dam/rcq/car/16/36/72/8/1636728.png,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4094800,Juste un Clou ring,3800,https://www.cartier.com/content/dam/rcq/car/58/99/46/589946.png,23,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4216900,Juste un Clou ring,3800,https://www.cartier.com/content/dam/rcq/car/10/54/36/9/1054369.png,50,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4225800,Juste un Clou ring SM,1120,https://www.cartier.com/content/dam/rcq/car/17/02/54/2/1702542.png,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4225900,Juste un Clou ring SM,1120,https://www.cartier.com/content/dam/rcq/car/17/02/54/3/1702543.png,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4226000,Juste un Clou ring SM,1200,https://www.cartier.com/content/dam/rcq/car/17/02/54/4/1702544.png,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4092500,Juste un Clou ring,2270,https://www.cartier.com/content/dam/rcq/car/58/74/19/587419.png,42,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4092600,Juste un Clou ring,2270,https://www.cartier.com/content/dam/rcq/car/58/45/42/584542.png,36,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4099200,Juste un Clou ring,2430,https://www.cartier.com/content/dam/rcq/car/58/90/45/589045.png,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4210800,Juste un Clou ring,4000,https://www.cartier.com/content/dam/rcq/car/10/40/71/9/1040719.png,34,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4092700,Juste un Clou ring,4050,https://www.cartier.com/content/dam/rcq/car/58/50/71/585071.png,28,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4211000,Juste un Clou ring,4300,https://www.cartier.com/content/dam/rcq/car/10/40/72/1/1040721.png,36,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4210900,Juste un Clou ring,9850,https://www.cartier.com/content/dam/rcq/car/16/51/03/6/1651036.png,32,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4211900,Juste un Clou ring,9850,https://www.cartier.com/content/dam/rcq/car/10/22/63/1/1022631.png,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4211100,Juste un Clou ring,10600,https://www.cartier.com/content/dam/rcq/car/16/51/03/8/1651038.png,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4059900,Tank Française ring,2210,https://www.cartier.com/content/dam/rcq/car/92/55/65/925565.png,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4079800,Maillon Panthère wedding band,1130,https://www.cartier.com/content/dam/rcq/car/58/40/63/584063.png,12,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4079900,Maillon Panthère wedding band,1130,https://www.cartier.com/content/dam/rcq/car/59/10/09/591009.png,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4083500,Maillon Panthère wedding band,1210,https://www.cartier.com/content/dam/rcq/car/59/38/47/593847.png,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4080300,Maillon Panthère wedding band,1780,https://www.cartier.com/content/dam/rcq/car/58/84/31/588431.png,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4080500,Maillon Panthère wedding band,1780,https://www.cartier.com/content/dam/rcq/car/59/30/19/593019.png,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4080400,Maillon Panthère wedding band,1900,https://www.cartier.com/content/dam/rcq/car/58/88/92/588892.png,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4230600,Maillon Panthère ring,2110,https://www.cartier.com/content/dam/rcq/car/18/11/96/0/1811960.png,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4221100,Maillon Panthère wedding band,3100,https://www.cartier.com/content/dam/rcq/car/15/23/20/3/1523203.png,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4221200,Maillon Panthère wedding band,3100,https://www.cartier.com/content/dam/rcq/car/15/23/20/7/1523207.png,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
